4	5	5	10	6	0.4243	1
5	5	6	10	6	0.29756	1
5	6	6	10	6	0.18028	1
6	6	6	10	6	0.17836	1
6	6	6	11	7	0.12422	1
6	6	7	11	4	0.18267	1
6	7	4	11	6	0.26009	1
7	4	6	11	6	0.12336	1
4	6	6	12	6	0.10937	1
6	6	6	12	5	0.22511	1
6	6	5	12	5	0.16692	1
6	5	5	12	6	0.10563	1
5	5	6	13	5	0.070248	1
5	6	5	13	5	0.090635	1
6	5	5	13	4	0.14372	1
5	5	4	1	2	0.25392	1
5	4	2	1	2	0.35376	1
4	2	2	1	1	0.22919	1
2	2	1	2	2	0.22479	1
2	1	2	2	4	0.29478	1
1	2	4	2	3	0.22909	1
2	4	3	2	3	0.22267	1
4	3	3	3	4	0.36058	1
3	3	4	3	6	0.43395	1
3	4	6	3	10	0.46906	1
4	6	10	3	6	0.19105	1
6	10	6	4	5	0.15035	1
10	6	5	4	4	0.2295	1
6	5	4	4	5	0.15089	1
5	4	5	4	3	0.20057	1
4	5	3	5	4	0.20784	1
5	3	4	5	5	0.20769	1
3	4	5	5	6	0.47002	1
4	5	6	5	5	0.20486	1
5	6	5	5	6	0.13759	1
6	5	6	6	6	0.27235	1
5	6	6	6	5	0.28608	1
6	6	5	6	5	0.26195	1
6	5	5	6	4	0.16174	1
5	5	4	7	5	0.12981	1
5	4	5	7	3	0.13044	1
4	5	3	7	4	0.24176	1
5	3	4	7	5	0.16276	1
3	4	5	8	5	0.18928	1
4	5	5	8	5	0.44977	1
5	5	5	8	6	0.50828	1
5	5	6	8	6	0.46769	1
5	6	6	9	6	0.36273	1
6	6	6	9	6	0.413	1
6	6	6	9	6	0.52481	1
6	6	6	9	7	0.36014	1
6	6	7	9	8	0.16644	1
6	7	8	10	8	0.16371	1
7	8	8	10	10	0.14225	1
8	8	10	10	10	0.1239	1
8	10	10	10	10	0.11206	1
10	10	10	11	10	0.196	1
10	10	10	11	4	0.32863	1
10	10	4	11	6	0.2325	1
10	4	6	11	8	0.14424	1
4	6	8	12	8	0.1602	1
6	8	8	12	9	0.15576	1
8	8	9	12	9	0.27593	1
8	9	9	12	10	0.16444	1
9	9	10	13	3	0.086213	1
9	10	3	13	5	0.17215	1
10	3	5	13	5	0.23509	1
3	5	5	1	5	0.33462	1
5	5	5	1	3	0.26291	1
5	5	3	1	3	0.15546	1
5	3	3	2	1	0.1461	1
3	3	1	2	1	0.21217	1
3	1	1	2	3	0.16499	1
1	1	3	2	3	0.11725	1
1	3	3	3	2	0.17741	1
3	3	2	3	2	0.2447	1
3	2	2	3	4	0.36897	1
2	2	4	3	5	0.33698	1
2	4	5	4	6	0.2611	1
4	5	6	4	4	0.37925	1
5	6	4	4	4	0.3276	1
6	4	4	4	3	0.18976	1
4	4	3	5	3	0.12885	1
4	3	3	5	3	0.19949	1
3	3	3	5	2	0.19235	1
3	3	2	5	3	0.14009	1
3	2	3	5	3	0.11452	1
2	3	3	6	3	0.13968	1
3	3	3	6	3	0.2083	1
3	3	3	6	4	0.19605	1
3	3	4	6	4	0.10102	1
3	4	4	7	3	0.069065	1
4	4	3	7	4	0.085207	1
4	3	4	7	4	0.13831	1
3	4	4	7	3	0.10783	1
4	4	3	8	4	0.16774	1
4	3	4	8	7	0.26855	1
3	4	7	8	5	0.29899	1
4	7	5	8	6	0.29372	1
7	5	6	9	6	0.17788	1
5	6	6	9	6	0.34215	1
6	6	6	9	7	0.28349	1
6	6	7	9	7	0.14046	1
6	7	7	9	7	0.11235	1
7	7	7	10	8	0.12126	1
7	7	8	10	8	0.24299	1
7	8	8	10	8	0.25756	1
8	8	8	10	10	0.15509	1
8	8	10	11	8	0.16449	1
8	10	8	11	8	0.13204	1
10	8	8	11	7	0.15625	1
8	8	7	11	7	0.096043	1
8	7	7	12	8	0.091856	1
7	7	8	12	9	0.15003	1
